-4.17599  -2.02138
-4.50538  -2.79338
8.50919  4.7104
7.86365  7.77177
5.15155  9.21954
9.46921  3.0393
8.13724  -8.70253
-0.680608  0.970426
-4.05688  -1.51197
9.34362  1.89467
1.96249  7.05493
7.38218  0.557774
-7.2139  0.143288
-4.44268  4.74517
6.89322  -5.11047
2.69156  0.569065
5.24369  7.60365
2.94863  9.34921
5.54123  5.46994
4.05246  1.52651
-0.839841  5.83927
-8.25362  -1.87646
8.22284  1.58622
5.53801  8.31103
-2.68148  3.5561
3.36093  7.082
7.03826  5.74429
9.63297  9.54924
4.29196  -1.013
-0.794049  5.35932
8.27266  4.11829
9.09541  -3.10493
8.54286  -4.81246
-3.52743  7.33974
6.60886  5.62682
1.97669  0.523701
2.81967  -7.05711
7.31636  8.43971
4.32598  7.80474
4.783  2.5532
3.10263  -3.71428
3.71592  8.40992
6.99047  4.68702
9.69355  7.87826
0.766957  8.1083
-6.65167  5.85591
-0.150123  7.76963
1.38144  3.69972
-2.33616  7.68574
7.44226  2.29796
7.38436  3.58397
4.05801  4.43204
-4.30782  9.36589
5.19618  6.8743
5.9299  -0.477403
-3.04012  -6.37449
6.97209  2.68856
-2.18782  3.63304
6.55149  0.0730006
4.8553  3.54825
2.47314  7.32173
6.24092  -0.0612294
2.75539  2.19761
8.31323  2.40016
9.54316  6.1061
3.14502  8.00264
4.9752  4.31142
-4.46972  4.6094
-1.18089  -0.752343
1.76843  -4.86215
9.87336  0.293303
-3.55042  5.547
3.61825  2.43127
-1.7196  3.3934
7.39033  7.12462
3.53324  -0.188098
6.5264  -0.821213
7.39935  7.25956
5.41096  -2.6894
9.10494  3.67368
1.73003  -4.49983
6.50128  4.18281
3.27453  2.01713
6.40837  5.87851
3.56313  6.76787
3.23489  0.743534
-7.15109  9.7505
6.93385  4.89691
9.71228  9.0665
-5.48963  9.77001
5.7996  3.09355
6.73188  0.567509
6.85823  -4.02196
-0.197573  5.35606
-1.54029  3.69861
5.71593  4.79277
-0.800762  -3.89739
8.28181  -2.03874
3.5888  1.88139
5.92527  6.59063
-3.37691  6.66704
9.014  6.31234
-4.00357  4.58199
-0.637332  4.47778
8.68334  7.29502
5.81034  7.13172
4.85965  -2.53345
6.666  5.17823
4.78585  2.13306
2.68213  1.68369
7.97219  4.12366
5.12774  3.54134
9.06766  -4.63628
-1.41732  7.63972
4.53627  6.54596
-0.0995387  8.89649
1.49903  2.37608
4.15572  8.49235
-0.936962  7.39326
8.01995  -1.48108
0.0201436  6.06869
-2.5083  6.35047
1.2524  4.52155
8.80719  0.264285
1.22241  -0.0419003
1.9208  0.166039
0.228178  -1.52089
7.60915  3.74257
6.05379  8.39353
-7.21795  6.16243
5.98494  2.62843
-2.22639  4.12452
9.17364  5.29279
6.35838  8.30677
5.52541  9.99516
7.4419  1.53922
7.48957  -0.887352
-2.97721  9.09309
4.85698  7.57602
2.21044  -0.325539
7.70915  1.47346
7.93275  4.36137
8.92135  0.640261
9.87219  4.96232
6.84972  -3.85349
5.74336  -3.05301
9.12934  -4.76428
6.36262  7.86192
-2.8553  1.03637
-3.55739  -1.73522
2.62079  3.32468
6.17379  1.23607
8.50962  7.70655
0.742528  -0.735871
2.88272  7.67643
2.88046  -1.422
1.63113  7.76006
3.97621  1.44651
9.54922  4.31412
4.88576  1.12723
3.62644  9.64263
7.95892  -0.0839014
0.053124  8.38873
4.98952  2.04087
-0.214269  2.93479
-2.9736  5.13582
7.75676  7.20556
5.27096  7.72088
-2.9909  -8.68942
7.65868  4.26524
1.33777  9.46411
7.96774  -1.80265
-0.0267106  4.9733
7.3003  -4.35514
9.06185  -1.42992
6.28045  -1.9863
1.37067  -0.162255
1.05927  9.15645
6.44219  2.32768
3.48944  6.7306
9.52114  4.31247
4.712  5.8191
2.78883  4.5029
5.47194  8.1606
2.15164  1.86327
8.93412  4.59128
7.29023  1.2785
-3.04171  0.0994025
2.63976  1.65622
3.62406  8.6938
5.96031  2.38052
8.29424  -4.2945
7.6658  0.528699
7.79958  9.35138
3.12691  4.6458
6.12988  8.23514
1.81635  2.86806
6.59214  3.91776
6.06174  4.31072
2.33318  3.00865














4.83701  1.52839
8.31398  -7.54729
-8.4076  1.74851
7.78078  -7.76145
7.63043  4.39823
4.98624  8.18819
1.8679  -1.55659
4.76372  7.75313
-1.5853  1.42833
-1.61303  1.59103
4.4469  1.17512
-7.78049  1.59418
-4.77752  5.00658
-1.35911  1.32231
7.70154  -1.42392
-1.57594  1.58469
-7.7402  -9.8943
4.30703  8.38866
-1.71308  1.6154
-7.9795  7.81852
-4.7841  -7.6617
-8.12614  8.0546
4.80489  -4.93611
4.6807  1.68874
-1.70961  1.85574
-4.69889  5.31616
7.588  -1.54626
-1.79662  8.02722
4.58538  7.90657
-4.53302  -7.51786
1.62562  -8.33415
1.18533  -1.40449
1.93262  -1.59012
4.8629  -5.10816
-1.60996  -4.74144
-7.64636  -5.06988
8.07106  -1.55649
1.81712  4.69071
7.30244  5.19874
-1.82623  1.72661
7.74606  -8.22282
-1.07165  8.2259
1.28546  -2.00334
-7.72514  7.8183
-1.65556  1.34018
-8.01443  7.36444
-8.03144  -4.89683
4.6877  -4.86212
-5.46058  4.24016
-8.19344  7.89283
7.96808  -1.91747
4.9614  1.91754
1.68328  -1.78448
-1.55368  -4.90889
8.06231  -1.25095
-4.68109  -1.98471
-1.54417  1.56147
-7.61876  1.40131
8.02726  -7.64064
